Authors;Title;ID;Date;Konsortium;Publication Type;Quelle;Duplikat / Preprint
Johannes Bracher, Daniel Wolffram, Jannik Deuschel, Konstantin Görgen, Jakob L. Ketterer, Alexander Ullrich, Sam Abbott, Maria V. Barbarossa, Dimitris Bertsimas, Sangeeta Bhatia, Marcin Bodych, Nikos I. Bosse, Jan Pablo Burgard, Lauren Castro, Geoffrey Fairchild, Jochen Fiedler, Jan Fuhrmann, Sebastian Funk, Anna Gambin, Krzysztof Gogolewski, Stefan Heyder, Thomas Hotz, Yuri Kheifetz, Holger Kirsten, Tyll Krueger, Ekaterina Krymova, Neele Leithäuser, Michael L. Li, Jan H. Meinke, Błażej Miasojedow, Isaac J. Michaud, Jan Mohring, Pierre Nouvellet, Jedrzej M. Nowosielski, Tomasz Ozanski, Maciej Radwan, Franciszek Rakowski, Markus Scholz, Saksham Soni, Ajitesh Srivastava, Tilmann Gneiting, Melanie Schienle;National and subnational short-term forecasting of COVID-19 in Germany and Poland during early 2021;10.1038/s43856-022-00191-8;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Rinu Chacko, Kevin Keller, Steffen Tischer, Akash B. Shirsath, Patrick Lott, Sofia Angeli, Olaf Deutschmann;Automating the Optimization of Catalytic Reaction Mechanism Parameters Using Basin-Hopping: A Proof of Concept;10.1021/acs.jpcc.2c08179;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Muhammed H. Çelik, Nils Wagner, Florian R. Hölzlwimmer, Vicente A. Yépez, Christian Mertes, Holger Prokisch, Julien Gagneur;Aberrant splicing prediction across human tissues;10.1101/2022.06.13.495326;2022;Konsortium: GHGA;preprint;Quelle: Dimensons;ja
Lukas Calefice, Arthur Hennequin, Louis Henry, Brij Jashal, Diego Mendoza, Arantza Oyanguren, Izaac Sanderswood, Carlos Vázquez Sierra, Jiahui Zhuo;Effect of the high-level trigger for detecting long-lived particles at LHCb;10.3389/fdata.2022.1008737;2022;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Dimensons;
Sasha Bruns, Etienne Posthumus, Harald Sack, Linnaea Söhn, Torsten Schrade, Jonatan Jalle Steller, Tabea Tietz, Julia Tolksdorf;Culture Graph Interchange Format Specification;10.5281/zenodo.7738955;2023;Konsortium: NFDI4Culture;dataset;Quelle: Zenodo Community NFDI4Culture;
Nico Brandt, Lars Griem, Christoph Herrmann, Ephraim Schoof, Giovanna Tosato, Yinghan Zhao, Philipp Zschumme, Michael Selzer;Kadi4Mat: A Research Data Infrastructure for Materials Science;10.5334/dsj-2021-008;2021;Konsortium: NFDI4Ing;journalArticle;Quelle: Publikationsseite NFDI4Ing;
Jan C. Brammer, Gerd Blanke, Claudia Kellner, Alexander Hoffmann, Sonja Herres-Pawlis, Ulrich Schatzschneider;TUCAN: A molecular identifier and descriptor applicable to the whole periodic table from hydrogen to oganesson;10.1186/s13321-022-00640-5;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;ja
Zeyd Boukhers, Arnim Bleier, Yeliz Ucer Yediel, Mio Hienstorfer-Heitmann, Mehrshad Jaberansary, Sascha Welten, Adamantios Koumpis, Oya Beyan;PADME-SoSci: A Platform for Analytics and Distributed Machine Learning for the Social Sciences;10.1109/JCDL57899.2023.00047;2023;Konsortium: NFDI4DataScience;conferencePaper;Quelle: Dimensons;ja
Ludwig Bothmann, Lisa Wimmer, Omid Charrakh, Tobias Weber, Hendrik Edelhoff, Wibke Peters, Hien Nguyen, Caryl Benjamin, Annette Menzel;Automated wildlife image classification: An active learning tool for ecological applications;10.48550/ARXIV.2303.15823;2023;Konsortium: BERD@NFDI;preprint;Quelle: Dimensons;ja
Lukas C. Bossert, Magdalene Cyra, Évariste Demandt, Matthias Fingerhuth, Ceren Yildiz;Das muss noch in Wikidata rein;10.17192/BFDM.2023.5.8580;2023;Konsortium: NFDI4Ing;journalArticle;Quelle: Publikationsseite NFDI4Ing;ja
Benedict Borer, Stefanía Magnúsdóttir;The media composition as a crucial element in high-throughput metabolic network reconstruction;10.1098/rsfs.2022.0070;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Zeyd Boukhers, Arnim Bleier, Yeliz Ucer Yediel, Mio Hienstorfer-Heitmann, Mehrshad Jaberansary, Adamantios Koumpis, Oya Beyan;PADME-SoSci: A Platform for Analytics and Distributed Machine Learning for the Social Sciences;10.48550/ARXIV.2303.18200;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;ja
Ludwig Bothmann, Lisa Wimmer, Omid Charrakh, Tobias Weber, Hendrik Edelhoff, Wibke Peters, Hien Nguyen, Caryl Benjamin, Annette Menzel;Automated wildlife image classification: An active learning tool for ecological applications;10.1016/j.ecoinf.2023.102231;2023;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;ja
Lukas C. Bossert, Magdalene Cyra, Évariste Demandt, Matthias Fingerhuth, Ceren Yildiz;Das muss noch in Wikidata rein;10.5281/ZENODO.7683712;2023;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;ja
Dennis Bollweg, Luis Altenkort, David Anthony Clarke, Olaf Kaczmarek, Lukas Mazur, Christian Schmidt, Philipp Scior, Hai-Tao Shu;HotQCD on multi-GPU Systems;10.22323/1.396.0196;2022;Konsortium: PUNCH4NFDI;conferencePaper;Quelle: Publikationsseite PUNCH4NFDI;ja
D. Bollweg, D. A. Clarke, J. Goswami, O. Kaczmarek, F. Karsch, Swagato Mukherjee, P. Petreczky, C. Schmidt, Sipaz Sharma;Equation of state and speed of sound of ( 2 + 1 )-flavor QCD in strangeness-neutral matter at nonvanishing net baryon-number density;10.1103/PhysRevD.108.014510;2023;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Dimensons;ja
D. Bollweg, D. A. Clarke, J. Goswami, O. Kaczmarek, F. Karsch, Swagato Mukherjee, P. Petreczky, C. Schmidt, Sipaz Sharma;Equation of state and speed of sound of (2+1)-flavor QCD in strangeness-neutral matter at non-vanishing net baryon-number density;10.48550/ARXIV.2212.09043;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;ja
Tobias Boege, René Fritze, Christiane Görgen, Jeroen Hanselman, Dorothea Iglezakis, Lars Kastner, Thomas Koprucki, Tabea Krause, Christoph Lehrenfeld, Silvia Polla, Marco Reidelbach, Christian Riedel, Jens Saak, Björn Schembera, Karsten Tabelow, Marcus Weber;Research-Data Management Planning in the German Mathematical Community;10.48550/ARXIV.2211.12071;2022;Konsortium: MaRDI;preprint;Quelle: Publikationsseite MaRDI;
Alexander S. Behr, Marc Völkenrath, Norbert Kockmann;Ontology extension with NLP-based concept extraction for domain experts in catalytic sciences;10.1007/s10115-023-01919-1;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Shane A. Blowes, Brian McGill, Viviana Brambilla, Cher F. Y. Chow, Thore Engel, Ada Fontrodona-Eslava, Inês S. Martins, Daniel McGlinn, Faye Moyes, Alban Sagouis, Hideyasu Shimadzu, Roel Van Klink, Wu-Bing Xu, Nicholas J. Gotelli, Anne Magurran, Maria Dornelas, Jonathan M. Chase;Local changes dominate variation in biotic homogenization and differentiation;10.1101/2022.07.05.498812;2022;Konsortium: NFDI4Biodiversity;preprint;Quelle: Dimensons;
Christof Bless, Ildar Baimuratov, Oliver Karras;SciKGTeX -- A LaTeX Package to Semantically Annotate Contributions in Scientific Publications;10.48550/arXiv.2304.05327;2023;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;ja
Christof Bless, Ildar Baimuratov, Oliver Karras;SciKGTeX - A LATEX Package to Semantically Annotate Contributions in Scientific Publications;10.1109/JCDL57899.2023.00030;2023;Konsortium: NFDI4Ing;conferencePaper;Quelle: Dimensons;ja
Andreas Blätte, Anna Fräßdorf, Jan-Ocko Heuer, Ute Hoffstätter, Christoph Leonhardt, Laura Menze, Bernhard Miller, Kati Mozygemba, Dagmar Pattloch, Julia Rakers, Silke Reineke, Thomas Runge, Friederike Schlücker, Thomas Schmidt, Knut Wenzig, Christof Wolf;Eine Dateninfrastruktur für die Gesellschaftswissenschaften. Unterstützung in der Arbeit mit Forschungsdaten durch KonsortSWD;10.3196/1864295020691276;2022;Konsortium: KonsortSWD;journalArticle;Quelle: Scopus;
Andreas Blaette, Christoph Leonhardt;GermaParl Corpus of Plenary Protocols;10.5281/ZENODO.7949074;2023;Konsortium: Text+;dataset;Quelle: Zenodo Community Text+;
Katrin Bicher, Ina Blümel, Jonathan Gammert, Dietmar Kammerer, Anton Koch, Kai Matuszkiewicz, Sarah Pittroff, David Rittershaus, Lozana Rossenova, Torsten Schrade, Christian Vater, Barbara Wiermann;Digitalisierung des Kulturellen und digitale Arbeitskultur im Forschungsverbund NFDI4Culture. Community-Arbeit an, durch und mit fachspezifischen Datenkorpora und Elementen der FDM-Infrastruktur;10.3196/1864295020691258;2022;Konsortium: NFDI4Culture;journalArticle;Quelle: Scopus;
Peter Benner, Kathryn Lund, Jens Saak;Towards a Benchmark Framework for Model Order Reduction in the Mathematical Research Data Initiative (MaRDI);10.48550/ARXIV.2307.00137;2023;Konsortium: MaRDI;preprint;Quelle: Publikationsseite MaRDI;ja
Peter Benner, Kathryn Lund, Jens Saak;Towards a benchmark framework for model order reduction in the Mathematical Research Data Initiative (MaRDI);10.1002/pamm.202300147;2023;Konsortium: MaRDI;journalArticle;Quelle: Publikationsseite MaRDI;ja
Debayan Banerjee, Sushil Awale, Ricardo Usbeck, Chris Biemann;DBLP-QuAD: A Question Answering Dataset over the DBLP Scholarly Knowledge Graph;10.48550/ARXIV.2303.13351;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;
J. Bagert, A. Degbelo;3D4DT: AN APPROACH TO EXPLORE DECISION TREES FOR THEMATIC MAP CREATION AS AN INTERACTIVE 3D SCENE;10.5194/isprs-archives-XLVIII-4-W7-2023-3-2023;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Janete Saldanha Bach, Claus-Peter Klas, Peter Mutschke;The hurdles of current data citation practices and the adding-value of providing PIDs below study level;10.1145/3529372.3533293;2022;Konsortium: KonsortSWD;conferencePaper;Quelle: Dimensons;
Felix Bach, Kerstin Soltau, Sandra Göller, Christian Bonatto Minella;Current Developments in the Research Data Repository RADAR;10.3897/rio.8.e96005;2022;Konsortium: NFDI4Culture;journalArticle;Quelle: Dimensons;
Debayan Banerjee, Pranav Ajit Nair, Ricardo Usbeck, Chris Biemann;GETT-QA: Graph Embedding based T2T Transformer for Knowledge Graph Question Answering;10.48550/ARXIV.2303.13284;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;ja
Debayan Banerjee, Ricardo Usbeck, Chris Biemann;DBLPLink: An Entity Linker for the DBLP Scholarly Knowledge Graph;10.48550/ARXIV.2309.07545;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;
Gunnar S. Bali, Sara Collins, Peter Georg, Daniel Jenkins, Piotr Korcyl, Andreas Schäfer, Enno E. Scholz, Jakob Simeth, Wolfgang Söldner, Simon Weishäupl;Scale setting and the light baryon spectrum in $N_f=2+1$ QCD with Wilson fermions;10.48550/ARXIV.2211.03744;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;ja
Gunnar Bali, Ryan Bignell, Anthony Francis, Steven Gottlieb, Rajan Gupta, Issaku Kanamori, Bartosz Kostrzewa, Andrey Yu. Kotov, Yoshinobu Kuramashi, Robert Mawhinney, Christian Schmidt, Wolfgang Söldner, Peng Sun;Lattice gauge ensembles and data management;10.48550/ARXIV.2212.10138;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Alexandra Axtmann, Felix Bach, Jonathan Bauer, André Blessing, Thomas Bönisch, Nina Buck, Holger Gauza, Jan Hess, Alexander Holz, Kerstin Jung, Roland S. Kamzelak, Andreas Kaminski, Heinz Werner Kramski, Peter Krauß, Jonas Kuhn, Volodymyr Kushnarenko, Matthias Landwehr, Jan Leendertse, Björn Schembera, Claus-Michael Schlesinger, Gabriel Schneider, Lorena Steeb, Dirk von Suchodoletz, Irene Schumm, Džulia Terzijska, Mona Ulrich, Gabriel Viehhauser;Kriterien für die Auswahl einer Softwarelösung für den Betrieb eines Repositoriums für Forschungsdaten;10.17192/BFDM.2021.3.8348;2021;Konsortium: BERD@NFDI;journalArticle;Quelle: Publikationsseite BERD@NFDI;
Anderson Paulo Avila Santos, Muhammad Kabiru Nata’ala, Jonas Coelho Kasmanas, Alexander Bartholomäus, Tina Keller-Costa, Stephanie D. Jurburg, Tamara Tal, Amélia Camarinha-Silva, João Pedro Saraiva, André Carlos Ponce De Leon Ferreira De Carvalho, Peter F. Stadler, Danilo Sipoli Sanches, Ulisses Rocha;The AnimalAssociatedMetagenomeDB reveals a bias towards livestock and developed countries and blind spots in functional-potential studies of animal-associated microbiomes;10.1186/s42523-023-00267-3;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Tanja Auge, Gunnar Bali, Meike Klettke, Bertram Ludäscher, Wolfgang Söldner, Simon Weishäupl, Tilo Wettig;Provenance for Lattice QCD workflows;10.1145/3543873.3587559;2023;Konsortium: PUNCH4NFDI;conferencePaper;Quelle: Publikationsseite PUNCH4NFDI;ja
Sören Auer, Dante A. C. Barone, Cassiano Bartz, Eduardo G. Cortes, Mohamad Yaser Jaradeh, Oliver Karras, Manolis Koubarakis, Dmitry Mouromtsev, Dmitrii Pliukhin, Daniil Radyush, Ivan Shilin, Markus Stocker, Eleni Tsalapati;The SciQA Scientific Question Answering Benchmark for Scholarly Knowledge;10.1038/s41598-023-33607-z;2023;Konsortium: NFDI4Ing;journalArticle;Quelle: Dimensons;
Yu‐Fei Ao, Shuxin Pei, Chao Xiang, Marian J. Menke, Lin Shen, Chenghai Sun, Mark Dörr, Stefan Born, Matthias Höhne, Uwe T. Bornscheuer;Structure‐ and Data‐Driven Protein Engineering of Transaminases for Improving Activity and Stereoselectivity;10.1002/anie.202301660;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Luis Altenkort, David Anthony Clarke, Jishnu Goswami, Hauke Sandmeyer;Streamlined data analysis in Python;10.48550/ARXIV.2308.06652;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Tanja Auge, Gunnar Bali, Meike Klettke, Bertram Ludäscher, Wolfgang Söldner, Simon Weishäupl, Tilo Wettig;Provenance for Lattice QCD workflows;10.48550/ARXIV.2303.12640;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;ja
Sören Auer, Markus Stocker, Oliver Karras, Allard Oelen, Jennifer D'Souza, Anna-Lena Lorenz;Organizing Scholarly Knowledge in the Open Research Knowledge Graph: An Open-Science Platform for FAIR Scholarly Knowledge;10.52825/cordi.v1i.272;2023;Konsortium: NFDI4Ing;conferencePaper;Quelle: Publikationsseite NFDI4Ing;
Matthias Aßenmacher, Nadja Sauter, Christian Heumann;Classifying multilingual party manifestos: Domain transfer across country, time, and genre;10.48550/ARXIV.2307.16511;2023;Konsortium: BERD@NFDI;preprint;Quelle: Dimensons;
Paul Tetteh Asare, Chi-Hsien Lee, Vera Hürlimann, Youzheng Teo, Aline Cuénod, Nermin Akduman, Cordula Gekeler, Afrizal Afrizal, Myriam Corthesy, Claire Kohout, Vincent Thomas, Tomas De Wouters, Gilbert Greub, Thomas Clavel, Eric G. Pamer, Adrian Egli, Lisa Maier, Pascale Vonaesch;A MALDI-TOF MS library for rapid identification of human commensal gut bacteria from the class Clostridia;10.3389/fmicb.2023.1104707;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Daniel Arend, Sebastian Beier, Dominik Brilhaus, Hannah Dörpholz, Manuel Feser, Kevin Frey, Patrick König, Oliver Maus, Dennis Psaroudakis, Cristina Martins Rodrigues, Andrea Schrader, Elisa Senger, Heinrich Lukas Weil;Improving Metadata Collection and Aggregation in Plant Phenotyping Experiments with MIAPPE Wizard and DataPLANT;10.37044/osf.io/ekhdw;2023;Konsortium: DataPLANT;preprint;Quelle: Dimensons;
Reinhard Altenhöner, Ina Blümel, Franziska Boehm, Jens Bove, Katrin Bicher, Christian Bracht, Ortrun Brand, Lisa Dieckmann, Maria Effinger, Malte Hagener, Andrea Hammes, Lambert Heller, Angela Kailus, Hubertus Kohle, Jens Ludwig, Andreas Münzmay, Sarah Pittroff, Matthias Razum, Daniel Röwenstrunk, Harald Sack, Holger Simon, Dörte Schmidt, Torsten Schrade, Annika-Valeska Walzel, Barbara Wiermann;NFDI4Culture - Consortium for research data on material and immaterial cultural heritage;10.3897/rio.6.e57036;2020;Konsortium: NFDI4Culture;journalArticle;Quelle: Dimensons;
Gert Aarts, Joerg Aichelin, Chris Allton, Andreas Athenodorou, Dimitrios Bachtis, Claudio Bonanno, Nora Brambilla, Elena Bratkovskaya, Mattia Bruno, Michele Caselle, Costanza Conti, Roberto Contino, Leonardo Cosmai, Francesca Cuteri, Luigi Del Debbio, Massimo D'Elia, Petros Dimopoulos, Francesco Di Renzo, Tetyana Galatyuk, Jana N. Guenther, Rachel Houtz, Frithjof Karsch, Andrey Yu. Kotov, Maria Paola Lombardo, Biagio Lucini, Lorenzo Maio, Marco Panero, Jan M. Pawlowski, Andrea Pelissetto, Owe Philipsen, Antonio Rago, Claudia Ratti, Sinéad M. Ryan, Francesco Sannino, Chihiro Sasaki, Philipp Schicho, Christian Schmidt, Sipaz Sharma, Olga Soloveva, Marianna Sorba, Uwe-Jens Wiese;Phase Transitions in Particle Physics -- Results and Perspectives from Lattice Quantum Chromo-Dynamics;10.48550/ARXIV.2301.04382;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;ja
Luis Altenkort, Dennis Bollweg, David Anthony Clarke, Olaf Kaczmarek, Lukas Mazur, Christian Schmidt, Philipp Scior, Hai-Tao Shu;HotQCD on Multi-GPU Systems;10.48550/ARXIV.2111.10354;2021;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;ja
Martin Albrecht-Hohmaier, Katharina Bergmann, Andrea Polywka, Christoph Eggersglüß, Alexander Stark;Kulturwissenschaftliche Forschungsdaten – eine Einführung;10.5281/zenodo.7327498;2022;Konsortium: NFDI4Culture;dataset;Quelle: Zenodo Community NFDI4Culture;
Afrizal Afrizal, Susan A.V. Jennings, Thomas C.A. Hitch, Thomas Riedel, Marijana Basic, Atscharah Panyot, Nicole Treichel, Fabian T. Hager, Erin Oi-Yan Wong, Birger Wolter, Alina Viehof, Alexandra Von Strempel, Claudia Eberl, Eva M. Buhl, Birte Abt, André Bleich, René Tolba, Lars M. Blank, William W. Navarre, Fabian Kiessling, Hans-Peter Horz, Natalia Torow, Vuk Cerovic, Bärbel Stecher, Till Strowig, Jörg Overmann, Thomas Clavel;Enhanced cultured diversity of the mouse gut microbiota enables custom-made synthetic communities;10.1016/j.chom.2022.09.011;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Publikationsseite NFDI4Microbiota;ja
Afrizal Afrizal, Susan A. V. Jennings, Thomas C. A. Hitch, Thomas Riedel, Marijana Basic, Atscharah Panyot, Nicole Treichel, Fabian T. Hager, Ramona Brück, Erin Oi-Yan Wong, Alexandra Von Strempel, Claudia Eberl, Eva M. Buhl, Birte Abt, André Bleich, René Tolba, William W. Navarre, Fabian Kiessling, Hans-Peter Horz, Natalia Torow, Vuk Cerovic, Bärbel Stecher, Till Strowig, Jörg Overmann, Thomas Clavel;Enhanced cultured diversity of the mouse gut microbiota enables custom-made synthetic communities;10.1101/2022.03.07.483007;2022;Konsortium: NFDI4Microbiota;preprint;Quelle: Dimensons;ja
Afrizal Afrizal, Thomas C. A. Hitch, Alina Viehof, Nicole Treichel, Thomas Riedel, Birte Abt, Eva M. Buhl, Dietrich Kohlheyer, Jörg Overmann, Thomas Clavel;Anaerobic single‐cell dispensing facilitates the cultivation of human gut bacteria;10.1111/1462-2920.15935;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Nafi’u Abdulkadir, Joao Pedro Saraiva, Florian Schattenberg, Rodolfo Brizola Toscan, Felipe Borim Correa, Hauke Harms, Susann Müller, Ulisses Nunes Da Rocha;Combining Flow Cytometry and Metagenomics Improves Recovery of Metagenome-Assembled Genomes in a Cell Culture from Activated Sludge;10.3390/microorganisms11010175;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Nora Abdelmageed, Felicitas Löffler, Leila Feddoul, Alsayed Algergawy, Sheeba Samuel, Jitendra Gaikwad, Anahita Kazem, Birgitta König-Ries;BiodivNERE: Gold standard corpora for named entity recognition and relation extraction in the biodiversity domain;10.3897/BDJ.10.e89481;2022;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Gert Aarts, Joerg Aichelin, Chris Allton, Andreas Athenodorou, Dimitrios Bachtis, Claudio Bonanno, Nora Brambilla, Elena Bratkovskaya, Mattia Bruno, Michele Caselle, Costanza Conti, Roberto Contino, Leonardo Cosmai, Francesca Cuteri, Luigi Del Debbio, Massimo D’Elia, Petros Dimopoulos, Francesco Di Renzo, Tetyana Galatyuk, Jana N. Guenther, Rachel Houtz, Frithjof Karsch, Andrey Yu. Kotov, Maria Paola Lombardo, Biagio Lucini, Lorenzo Maio, Marco Panero, Jan M. Pawlowski, Andrea Pelissetto, Owe Philipsen, Antonio Rago, Claudia Ratti, Sinéad M. Ryan, Francesco Sannino, Chihiro Sasaki, Philipp Schicho, Christian Schmidt, Sipaz Sharma, Olga Soloveva, Marianna Sorba, Uwe-Jens Wiese;Phase Transitions in Particle Physics;10.1016/j.ppnp.2023.104070;2023;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Dimensons;ja
